index,timestamp,input_token_length,output_token_length,jct,ttft,tbt
0,0.0,4808,10,2.072115421295166,1.2625632286071777,0.07359565388072621
1,0.052,3180,8,2.0432534217834473,1.2618191242218018,0.09767928719520569
2,0.098189,110,27,2.285428285598755,1.5191786289215088,0.027366059167044505
3,0.140684,7433,14,2.0714547634124756,1.4767100811004639,0.039649645487467446
4,0.444994,34,12,1.740147352218628,1.1715474128723145,0.043738456872793346
5,0.539187,374,14,1.6730711460113525,1.0784142017364502,0.03964379628499349
6,0.698571,6985,9,1.449897050857544,0.9180638790130615,0.05318331718444824
7,1.016041,34,23,1.3028924465179443,0.6007375717163086,0.02925645311673482
8,1.299312,1145,7,0.8227291107177734,0.31798791885375977,0.06309264898300171
9,1.299337,201,24,1.030374526977539,0.31681299209594727,0.02854246139526367
10,1.398922,137,9,0.750471830368042,0.6024692058563232,0.014800262451171876
11,1.399087,7427,8,0.7352640628814697,0.6020760536193848,0.01664850115776062
12,29.479069,1555,19,0.479992151260376,0.0566709041595459,0.021166062355041503
13,29.580407,3893,19,0.45082974433898926,0.09177136421203613,0.017952919006347656
14,29.610325,1827,10,0.28144407272338867,0.0894632339477539,0.017452803525057705
15,29.679153,394,17,0.322251558303833,0.04037594795227051,0.015659756130642362
16,29.717488,675,6,0.12618279457092285,0.03789567947387695,0.0126124450138637
17,30.177869,7436,9,0.278148889541626,0.09741878509521484,0.018073010444641113
18,30.225731,158,26,0.5705854892730713,0.07809972763061523,0.01824021339416504
19,30.482726,6587,18,0.379641056060791,0.10463237762451172,0.015278259913126627
20,30.503459,763,8,0.21574139595031738,0.10366368293762207,0.014009714126586914
21,30.983655,1556,18,0.2797698974609375,0.04813218116760254,0.012191458752280787
22,31.285416,5108,12,0.24186229705810547,0.08572626113891602,0.012010464301476112
23,31.454687,159,127,1.6988985538482666,0.0330660343170166,0.01301431655883789
24,31.455017,458,67,0.9118378162384033,0.03252124786376953,0.01293112600550932
25,31.640022,2464,30,0.46659016609191895,0.06279778480529785,0.01345974604288737
26,31.807122,4009,51,0.6914100646972656,0.08831644058227539,0.0118253651787253
27,32.627382,1632,9,0.17267107963562012,0.04197955131530762,0.01306915283203125
28,32.707961,2567,45,0.6134300231933594,0.06630825996398926,0.011893951374551525
29,33.079995,730,36,0.5883972644805908,0.03467535972595215,0.014965456885260504
30,33.340075,5108,10,0.2183549404144287,0.08758139610290527,0.011888504028320312
31,33.534078,2569,7,0.2175767421722412,0.07890605926513672,0.01733383536338806
32,33.57925,1832,7,0.17170453071594238,0.04508161544799805,0.015827864408493042
33,33.586648,1630,9,0.3055906295776367,0.06446623802185059,0.024112439155578612
34,33.679708,6587,13,0.3992624282836914,0.09650564193725586,0.02162548473903111
35,33.681467,7436,6,0.2770378589630127,0.1456761360168457,0.018765960420881
36,33.781008,1044,16,0.33170056343078613,0.07184624671936035,0.015285548041848576
37,33.880063,327,124,1.9205443859100342,0.04529857635498047,0.015001966476440429
38,33.983035,1630,9,0.1538083553314209,0.05281710624694824,0.010099124908447266
39,34.284439,3351,9,0.18036532402038574,0.0757131576538086,0.010465216636657716
40,34.445908,1562,18,0.24979162216186523,0.04459643363952637,0.010799746764333625
41,34.878972,3724,9,0.2294919490814209,0.08041715621948242,0.014907479286193848
42,34.979189,328,43,0.7573659420013428,0.03615760803222656,0.016772286836491075
43,35.034123,965,8,0.14350008964538574,0.041764259338378906,0.011303981145222982
44,35.34715,6586,11,0.2939589023590088,0.10682320594787598,0.0155946413675944
45,35.3545,2366,7,0.22574925422668457,0.13141179084777832,0.013476780482700892
46,35.799358,328,40,0.7315480709075928,0.03366541862487793,0.01702152810445646
47,35.980991,1513,29,0.5502333641052246,0.05404043197631836,0.016539764404296876
48,36.280487,328,9,0.18030357360839844,0.041441917419433594,0.013886165618896485
49,36.649398,2025,9,0.3038296699523926,0.056265830993652344,0.024756383895874024
50,36.704026,2169,13,0.3349344730377197,0.056810617446899414,0.02139414273775541
51,36.779047,74,14,0.30274248123168945,0.08586430549621582,0.014458545049031575
52,37.379423,771,142,2.7134315967559814,0.036373138427734375,0.018852524354424274
53,37.42317,76,18,0.34600234031677246,0.04012656211853027,0.016098725168328536
54,37.898202,75,16,0.3008852005004883,0.029130220413208008,0.015985587063957665
55,38.079791,527,27,0.5050792694091797,0.033980369567871094,0.01744810740152995
56,38.211415,2024,97,1.8824265003204346,0.06762003898620605,0.0185184332789207
57,38.680538,197,7,0.16608047485351562,0.03886246681213379,0.01590225100517273
58,38.691529,109,12,0.26004505157470703,0.046738624572753906,0.016408186692457933
59,38.887152,432,10,0.22148680686950684,0.041435956954956055,0.01636825908314098
60,39.080624,2025,19,0.4976027011871338,0.06646442413330078,0.02155691385269165
61,39.285966,6586,9,0.31401610374450684,0.10481739044189453,0.02091987133026123
62,39.327517,7435,9,0.272397518157959,0.11827397346496582,0.015412354469299316
63,183.061791,2648,15,0.6289033889770508,0.13347768783569336,0.03096410632133484
64,183.157936,2564,9,0.48000168800354004,0.23050189018249512,0.024949979782104493
65,183.159022,3245,15,0.6274425983428955,0.2301023006439209,0.024833768606185913
66,183.260172,2144,9,0.3812291622161865,0.13180947303771973,0.02494196891784668
67,183.458074,2128,13,0.4073193073272705,0.14124655723571777,0.01900519643511091
68,183.459909,7436,8,0.33119964599609375,0.14026713371276855,0.02386656403541565
69,183.562835,250,6,0.14448094367980957,0.05435466766357422,0.012875182288033622
70,183.656554,1177,23,0.41764283180236816,0.09355330467224121,0.013503730297088623
71,183.656608,2743,38,0.6051416397094727,0.0930333137512207,0.013476534893638209
72,187.159342,144,18,0.4967625141143799,0.03509378433227539,0.024298354199058132
73,187.258307,88,19,0.5990393161773682,0.10849785804748535,0.02452707290649414
74,187.259029,6819,82,1.7997119426727295,0.1076664924621582,0.020386089761573148
75,187.361558,1179,13,0.29738688468933105,0.05015420913696289,0.019017898119412936
76,187.558571,3154,9,0.3456716537475586,0.1643819808959961,0.020143296983506944
77,187.559396,7435,13,0.4051210880279541,0.16332530975341797,0.018599675251887396
78,187.56574,2656,11,0.3703641891479492,0.19798779487609863,0.015670581297440964
79,187.66134,236,226,3.393118381500244,0.1034095287322998,0.014556233861805063
80,188.255371,90,25,0.687833309173584,0.06378793716430664,0.0240017450772799
81,188.2567,3631,15,0.5518295764923096,0.1641829013824463,0.024227917194366455
82,188.2594,1901,20,0.6255323886871338,0.16147851943969727,0.022097803297496978
83,188.262212,318,9,0.44904232025146484,0.15827012062072754,0.02907721996307373
84,188.35417,4556,16,0.4699835777282715,0.08967399597167969,0.022371151868034813
85,188.362128,5925,52,0.9653735160827637,0.13942623138427734,0.015583911032046913
86,188.364166,43,33,0.705268144607544,0.13694167137145996,0.016715484506943646
87,188.366331,134,18,0.48751401901245117,0.13483452796936035,0.01856207847595215
88,188.45427,163,13,0.3196852207183838,0.09540653228759766,0.016019906316484724
89,188.457644,3286,15,0.3501315116882324,0.09198808670043945,0.01613396406173706
90,188.45827,522,14,0.33260130882263184,0.09127283096313477,0.016088565190633137
91,188.561441,583,6,0.15010476112365723,0.0526731014251709,0.013918808528355189
92,191.098907,318,7,0.13030099868774414,0.030873537063598633,0.012428432703018188
93,191.359204,147,17,0.5149233341217041,0.10207486152648926,0.022936026255289715
94,191.359358,5025,17,0.5142362117767334,0.10149335861206055,0.024278991362627816
95,191.558108,4557,9,0.3009223937988281,0.10088467597961426,0.020003771781921385
96,191.658813,1468,6,0.1807267665863037,0.06637954711914062,0.016335317066737583
97,191.658946,164,18,0.3553447723388672,0.06578207015991211,0.016086816787719727
98,191.659915,584,24,0.42882633209228516,0.08429980278015137,0.013781061172485351
99,192.162141,523,9,0.2489311695098877,0.044420719146728516,0.020451045036315917
100,192.354682,61,9,0.4790165424346924,0.05986952781677246,0.04191470146179199
101,192.355804,1724,11,0.5124633312225342,0.05987286567687988,0.03771587212880453
102,192.363941,1891,16,0.5901403427124023,0.18864822387695312,0.023617183460908776
103,192.363964,2507,6,0.43790388107299805,0.18819570541381836,0.035672596522739956
104,192.457899,2147,22,0.6355445384979248,0.14448118209838867,0.02135058071302331
105,192.457989,3066,6,0.4091370105743408,0.1438274383544922,0.04421826203664144
106,192.460539,118,9,0.4494006633758545,0.2587778568267822,0.019062280654907227
107,192.460589,2657,11,0.47968435287475586,0.2583894729614258,0.018441239992777508
108,192.461721,4556,25,0.6726899147033691,0.2567305564880371,0.015998436854435846
109,192.560864,5926,121,1.8096892833709717,0.15795516967773438,0.013538804210600306
110,192.563059,7435,6,0.3054172992706299,0.21467041969299316,0.01296383993966239
111,192.655198,149,20,0.4112422466278076,0.12149858474731445,0.014487183094024659
112,195.262628,3658,6,0.3774864673614502,0.08734869956970215,0.04144825254167829
113,195.361958,3397,7,0.43250012397766113,0.20840239524841309,0.028012216091156006
114,195.362098,5927,21,0.7486860752105713,0.2075948715209961,0.02459505471316251
115,195.36316,1894,7,0.4308474063873291,0.20684504508972168,0.028000295162200928
116,195.454183,2647,6,0.2658545970916748,0.15097260475158691,0.016411713191441128
117,195.462959,169,25,0.7772901058197021,0.1419985294342041,0.025411663055419923
118,195.55988,138,29,0.8692872524261475,0.06095457077026367,0.026944422721862794
119,195.656327,5928,6,0.22555875778198242,0.09140825271606445,0.01916435786655971
120,195.659166,154,7,0.23572826385498047,0.12070703506469727,0.0143776535987854
121,195.660499,1107,13,0.35878562927246094,0.11911654472351074,0.017119220324925015
122,195.759354,1894,19,0.4809455871582031,0.05459928512573242,0.022439279054340563
123,195.959029,2647,12,0.4743626117706299,0.07057762145996094,0.03106038387005146
124,195.960524,1182,18,0.7293872833251953,0.14189672470092773,0.030920555717066714
125,195.962219,1650,11,0.466717004776001,0.1402277946472168,0.02720743417739868
126,196.05413,5538,697,12.262676239013672,0.10670304298400879,0.017415434378265992
127,196.055315,526,7,0.24660587310791016,0.10570502281188965,0.0201286928994315
128,196.256081,152,15,0.795342206954956,0.047057390213012695,0.04988565444946289
129,196.259772,4566,20,1.4457485675811768,0.0950002670288086,0.06753741502761841
130,196.357632,7419,6,0.33246517181396484,0.11356973648071289,0.03648257255554199
131,196.361443,46,25,1.393862247467041,0.13704586029052734,0.048339091814481296
132,196.362445,2862,13,0.6979396343231201,0.1363356113433838,0.04320030945997972
133,196.454172,1724,32,1.3322348594665527,0.07055163383483887,0.03942760080099106
134,196.55718,1724,16,1.1697208881378174,0.06289196014404297,0.0691768079996109
135,196.561618,155,30,1.2288897037506104,0.07556438446044922,0.03844417730967204
136,196.654591,81,15,1.0879957675933838,0.08205747604370117,0.06287114322185516
137,196.658666,1650,13,1.0740156173706055,0.09439849853515625,0.07535516298734225
138,196.659413,1364,9,1.0455965995788574,0.14348340034484863,0.10023479991488987
139,196.659627,1908,22,1.1211354732513428,0.1430187225341797,0.04445985230532559
140,196.661598,123,15,1.0831151008605957,0.14233803749084473,0.06271847089131673
141,196.662475,81,7,0.41960644721984863,0.14110660552978516,0.03978569167000907
142,196.754332,1724,15,0.9896421432495117,0.0744929313659668,0.061009947458902994
143,196.760425,247,84,3.3981125354766846,0.12413263320922852,0.03851741061491125
144,196.765727,3854,10,0.9478888511657715,0.11899495124816895,0.08288938999176025
145,196.766926,83,6,0.3039512634277344,0.11774063110351562,0.031035105387369793
146,196.862305,156,21,0.9168732166290283,0.043485403060913086,0.04158989588419596
147,196.862354,247,71,2.5008091926574707,0.04246163368225098,0.034624613506693235
148,196.957373,3066,12,0.8015162944793701,0.1882178783416748,0.051108201344807945
149,196.957472,3517,11,0.7973921298980713,0.18710017204284668,0.05548108707774769
150,196.958936,2081,6,0.7669570446014404,0.18600821495056152,0.09682480494181316
151,196.96163,143,12,0.7978785037994385,0.18453502655029297,0.051111956437428795
152,197.060204,2649,20,0.7299582958221436,0.5183250904083252,0.010077771686372302
153,197.157665,2655,9,0.592848539352417,0.5064263343811035,0.008642220497131347
154,197.257388,1724,18,1.2964110374450684,0.5664474964141846,0.038419133738467566
155,197.262359,2128,13,1.123877763748169,0.562230110168457,0.04320366565997784
156,197.357431,3067,9,0.921633243560791,0.46672964096069336,0.05054484473334418
157,197.361416,2926,12,0.9989273548126221,0.46253180503845215,0.04126119613647461
158,197.460297,1900,46,2.259113311767578,0.3645942211151123,0.04118519762287969
159,197.460578,2047,106,3.6634788513183594,0.36319684982299805,0.031134735863163787
160,197.461669,5923,55,2.4572086334228516,0.5324156284332275,0.034371303660529
161,197.560814,2971,9,0.7183265686035156,0.4340798854827881,0.028424668312072753
162,197.561623,2156,13,0.8233175277709961,0.43515563011169434,0.027725849832807268
163,197.660334,573,6,0.5360524654388428,0.33702540397644043,0.028432437351771762
164,197.661842,14,10,0.6362135410308838,0.33563899993896484,0.027324958281083542
165,197.662952,232,6,0.5323569774627686,0.3334503173828125,0.028415237154279436
166,197.666766,3284,7,0.5541532039642334,0.33138227462768555,0.02784636616706848
167,197.757794,1364,9,0.521275520324707,0.24005770683288574,0.02812178134918213
168,197.759316,161,16,0.737185001373291,0.2382793426513672,0.02934739168952493
169,197.762444,316,23,0.9558303356170654,0.23622608184814453,0.029983510573705036
170,197.956059,2084,16,0.5410776138305664,0.0953679084777832,0.026218217961928424
171,197.958569,2068,11,0.346116304397583,0.09251999855041504,0.023054209622469814
172,197.962759,1180,39,1.3658483028411865,0.08877301216125488,0.0327455202738444
173,198.256738,2654,17,0.5593047142028809,0.07878375053405762,0.026695609092712402
174,198.261235,146,16,0.533177375793457,0.07479739189147949,0.028648748993873596
175,198.36061,318,11,0.35770273208618164,0.0324704647064209,0.027102688948313396
176,198.362513,3288,10,0.2731189727783203,0.06996560096740723,0.020315337181091308
177,198.458535,252,17,0.48958897590637207,0.04715991020202637,0.024579392539130315
178,198.459715,35,14,0.36255884170532227,0.046546220779418945,0.02106750806172689
179,198.556942,337,13,0.45709800720214844,0.06725668907165527,0.027845808437892368
180,198.557005,109,6,0.23739218711853027,0.06666970252990723,0.024388926369803294
181,198.559614,148,43,1.7951130867004395,0.13193392753601074,0.03779952634464611
182,198.560831,985,27,1.1845107078552246,0.1305379867553711,0.03903602670740198
183,198.563089,2136,8,0.2602229118347168,0.12893223762512207,0.01641133427619934
184,198.566785,2657,7,0.2558560371398926,0.1252915859222412,0.01865206445966448
185,198.761335,3289,15,0.6028285026550293,0.11018490791320801,0.03079022467136383
186,198.763149,2136,12,0.5754945278167725,0.10873103141784668,0.035904884338378906
187,198.857267,135,6,0.18998003005981445,0.03099989891052246,0.022711447307041714
188,198.860735,181,105,2.614145040512085,0.026947498321533203,0.02463997659229097
189,198.954274,3399,10,0.7644100189208984,0.11281132698059082,0.059236244721846146
190,198.959631,1067,9,0.7228705883026123,0.2048172950744629,0.05180532932281494
191,198.960649,5831,11,0.7728691101074219,0.20437335968017578,0.04737464586893717
192,198.960841,153,15,0.8317303657531738,0.2038249969482422,0.03924408555030823
193,198.963892,527,7,0.39946770668029785,0.20132827758789062,0.024767428636550903
194,198.965917,1905,17,0.9023268222808838,0.1989269256591797,0.041376464507159066
195,198.977276,1293,25,1.3278334140777588,0.18730616569519043,0.045621089935302735
196,199.057958,1180,6,0.29929375648498535,0.13713502883911133,0.023165532520839145
197,199.05802,61,21,1.1007916927337646,0.13657212257385254,0.043828162279996
198,199.073379,1278,9,0.6088869571685791,0.12105321884155273,0.048783373832702634
199,199.089585,65,10,0.6294753551483154,0.10511469841003418,0.04766915061257102
200,199.173472,217,9,0.5095498561859131,0.033531904220581055,0.0476017951965332
201,199.25647,287,9,0.5917887687683105,0.17078328132629395,0.04210054874420166
202,199.256526,3064,15,0.9828643798828125,0.17027950286865234,0.054172325134277347
203,199.256607,116,10,0.6108541488647461,0.1694650650024414,0.04413890838623047
204,199.259161,1638,9,0.588564395904541,0.16773557662963867,0.04675875769721137
205,199.259245,3396,7,0.493480920791626,0.16716670989990234,0.046616315841674805
206,199.373513,2077,15,0.8648724555969238,0.1545090675354004,0.044397711753845215
207,199.373602,4629,6,0.37589502334594727,0.15390610694885254,0.031712702342442105
208,199.373666,1084,6,0.3749864101409912,0.15292739868164062,0.03172271592276437
209,199.374811,1259,8,0.41623449325561523,0.1525578498840332,0.02929740481906467
210,199.477409,7332,26,1.0167441368103027,0.0900583267211914,0.035641761926504284
211,199.480762,4081,29,1.0656578540802002,0.13520193099975586,0.031015197436014812
212,199.675747,1137,58,1.462491512298584,0.08412337303161621,0.023362171851982503
213,199.759395,1430,12,0.5613644123077393,0.042632341384887695,0.03990246699406551
214,199.774371,596,6,0.3780679702758789,0.043921470642089844,0.04773521423339844
215,199.855349,174,18,0.6905741691589355,0.0637824535369873,0.03298903766431307
216,199.861707,2969,25,0.8157925605773926,0.10470294952392578,0.02734960042513334
217,199.863993,2157,7,0.44121527671813965,0.10186266899108887,0.04241907596588135
218,199.87545,596,67,1.4554753303527832,0.11318039894104004,0.01973963134429034
219,199.954479,175,18,0.5919814109802246,0.08022522926330566,0.02693453587983784
220,199.960484,108,11,0.412367582321167,0.07385420799255371,0.030773943120783024
221,199.961506,161,11,0.411740779876709,0.07319903373718262,0.03077652237632058
222,199.961529,3399,19,0.5989196300506592,0.0727686882019043,0.027692154834144993
223,199.975999,1278,9,0.3619401454925537,0.08760905265808105,0.027433109283447266
224,200.073242,296,6,0.23133277893066406,0.07013511657714844,0.02302823747907366
225,200.081871,4629,6,0.23966646194458008,0.11637639999389648,0.0176128659929548
226,200.082323,842,7,0.25618982315063477,0.11576414108276367,0.020060811723981584
227,200.375004,220,6,0.1860518455505371,0.09793519973754883,0.012588092258998327
228,200.37501,4771,16,0.37276625633239746,0.09749865531921387,0.017204225063323975
229,200.573257,1059,9,0.18691778182983398,0.053659915924072266,0.013325786590576172
230,200.573318,1087,6,0.1473226547241211,0.0531463623046875,0.015696048736572266
231,200.675134,14,9,0.15934324264526367,0.022841691970825195,0.013650155067443848
232,200.775816,1326,6,0.11007332801818848,0.04049563407897949,0.011596282323201498
233,200.975697,627,48,0.6923599243164062,0.050154924392700195,0.013106224488238899
234,200.979972,4769,9,0.2156543731689453,0.10148119926452637,0.012685908211602105
235,201.17319,1326,6,0.1090548038482666,0.0424957275390625,0.009508439472743444
236,201.68531,1195,9,0.1551363468170166,0.044310808181762695,0.01108255386352539
237,201.7779,40,16,0.29084205627441406,0.023035049438476562,0.016737937927246094
238,201.875168,2187,13,0.3296205997467041,0.12294602394104004,0.014762469700404577
239,201.87518,4083,41,0.7641699314117432,0.12238073348999023,0.015653395071262267
240,202.006303,846,12,0.22253203392028809,0.04272341728210449,0.013831432049091045
241,202.111355,1260,19,0.38239383697509766,0.0443115234375,0.016904115676879883
242,202.134513,1197,6,0.1055753231048584,0.040094852447509766,0.009354352951049805
243,202.273258,7435,13,0.3208467960357666,0.16690421104431152,0.010995898927961077
244,202.277007,6051,13,0.31739330291748047,0.16308307647705078,0.011870017418494591
245,202.773187,1196,18,0.24399471282958984,0.04024386405944824,0.010723728882639031
246,203.206651,847,32,0.5105953216552734,0.05981326103210449,0.013660062443126331
247,203.23549,7436,11,0.2104356288909912,0.08622169494628906,0.010351161162058512
248,203.573307,1257,9,0.15050888061523438,0.041483402252197266,0.01090254783630371
249,203.677115,4770,39,0.5709822177886963,0.09478020668029785,0.011905050277709961
250,203.918889,847,26,0.33928632736206055,0.03239893913269043,0.011366199564050746
251,204.360868,848,8,0.11838650703430176,0.03703427314758301,0.009039137098524306
252,204.573952,694,155,2.1901118755340576,0.031243085861206055,0.013838902497902894
253,204.774484,7435,13,0.27803826332092285,0.0930032730102539,0.013216785022190638
254,204.799519,847,8,0.1894669532775879,0.09952712059020996,0.009993314743041992
255,204.807401,1748,15,0.3151252269744873,0.09205913543701172,0.01487107276916504
256,205.002927,7335,11,0.23029685020446777,0.09141230583190918,0.011573712031046549
257,205.175449,4803,13,0.2598278522491455,0.0911109447479248,0.012978223653940054
258,205.176524,1200,6,0.17523479461669922,0.10821080207824707,0.009574856076921736
259,205.473179,694,16,0.3325810432434082,0.05839395523071289,0.016128652236040902
260,205.475185,1490,6,0.2186565399169922,0.12360048294067383,0.013579436710902624
261,205.479641,6054,6,0.21404457092285156,0.11905956268310547,0.015830834706624348
262,205.575067,847,13,0.21254515647888184,0.03798818588256836,0.01246835504259382
263,205.677197,1201,12,0.18217110633850098,0.04271388053894043,0.010727478907658504
264,213.74522,1141,22,0.6995117664337158,0.06667113304138184,0.027514810147492783
265,213.841126,377,11,0.42635321617126465,0.046369075775146484,0.03166534503300985
266,213.943694,7421,13,0.47313928604125977,0.13713979721069336,0.0239999634878976
267,214.035739,389,12,0.3811607360839844,0.05350899696350098,0.025203979932344876
268,214.040724,1144,10,0.35864949226379395,0.1480088233947754,0.019149151715365322
269,214.041441,3640,14,0.41768884658813477,0.14742636680603027,0.0180174986521403
270,214.14329,968,16,0.3730957508087158,0.11467909812927246,0.015200979569379021
271,214.144006,3376,118,2.3402903079986572,0.11364293098449707,0.018711322495917313
272,214.236223,2436,7,0.1813828945159912,0.07282495498657227,0.013569742441177368
273,214.736946,481,11,0.2518184185028076,0.0614933967590332,0.01586041847864787
274,214.739532,2165,10,0.27500414848327637,0.13553953170776367,0.012678601525046608
275,214.741692,103,13,0.36131739616394043,0.13388442993164062,0.0162452118737357
276,214.741704,3548,15,0.3651895523071289,0.13346457481384277,0.014482811093330383
277,214.942377,483,9,0.16456270217895508,0.02776169776916504,0.015200111601087783
278,215.040119,2113,145,2.5289411544799805,0.07895421981811523,0.016780732429190856
279,215.041212,2436,14,0.6854631900787354,0.13856005668640137,0.03646020889282227
280,215.044881,2437,13,0.6663796901702881,0.13489651679992676,0.040883321028489336
281,215.139837,1292,70,1.423652172088623,0.18235564231872559,0.017483049715068977
282,215.141022,7429,9,0.4888145923614502,0.18169569969177246,0.03412432140774197
283,215.240982,7408,12,0.550858736038208,0.12926340103149414,0.032430410385131836
284,215.242028,484,10,0.5009737014770508,0.12831330299377441,0.03387821804393421
285,215.243917,2575,16,0.6150598526000977,0.2191932201385498,0.023286272497738108
