,TIMESTAMP,ContextTokens,GeneratedTokens
728,284.119382,3482,10
729,284.12074,7436,14
730,284.124562,247,13
731,284.200428,741,18
732,284.50008,7435,10
733,284.60486,243,9
734,284.697751,4749,39
735,284.876804,3630,9
736,284.995818,3281,6
737,285.079173,6499,19
738,293.178584,198,70
739,293.379752,2689,22
740,293.382009,747,8
741,293.413287,1165,15
742,293.509574,40,55
743,293.513089,2330,8
744,293.682827,356,8
745,294.013282,298,60
746,294.110665,767,35
747,294.111963,767,11
748,294.27981,747,9
749,294.581516,356,7
750,294.680446,7435,8
751,294.781031,4675,14
752,294.900065,2821,12
753,294.900132,770,14
754,295.084157,298,100
755,295.202445,2331,6
756,295.580439,1085,9
757,295.580498,358,17
758,295.779998,4656,9
759,295.983049,2692,7
760,296.179779,299,46
761,296.202237,2462,11
762,296.379803,900,841
763,296.380135,36,49
764,296.517829,19,10
765,296.682075,853,7
766,296.784125,2825,7
767,296.784131,348,16
768,297.379035,774,16
769,297.441096,854,8
770,297.980425,2825,295
771,297.980534,349,34
772,298.184589,298,115
773,298.28069,261,6
774,298.381749,37,34
775,298.585093,854,16
776,298.585249,261,6
777,299.576547,6735,34
778,299.690526,3026,17
779,299.745598,3165,26
780,299.957393,1985,19
781,300.011492,1708,42
782,300.049828,2171,19
783,300.25193,2135,9
784,300.265214,4423,13
785,300.34571,2389,19
786,300.447001,7436,7
787,300.548046,1297,16
788,300.645669,462,9
789,300.645743,3026,11
790,300.767862,390,16
791,300.946951,2173,27
792,301.068475,1042,20
793,301.145741,821,34
794,301.174223,2136,52
795,301.41617,341,16
796,301.749069,4425,94
797,301.940487,3364,6
798,302.150419,2137,54
799,302.447694,2644,18
800,302.548736,1695,48
801,302.708828,211,6
802,302.880552,1500,60
803,302.977893,1779,16
804,303.386762,396,18
805,303.647531,888,9
806,303.745553,2103,7
807,303.746961,7436,17
808,303.747074,220,14
809,303.917725,3028,17
810,304.02587,2103,7
811,304.272641,3967,10
812,304.351763,4642,10
813,304.442945,399,7
814,304.684071,1164,97
815,304.717875,1984,253
816,304.747681,3601,9
817,305.050521,1948,22
818,305.407443,1463,51
819,305.845674,1195,54
820,306.079177,5538,21
821,306.346354,3601,9
822,306.44959,4634,10
823,306.645741,2108,7
824,306.647185,2149,46
825,306.665929,1154,67
826,306.853574,7436,8
827,306.866677,2157,6
828,307.149187,401,12
829,307.245567,3372,12
830,307.350346,471,17
831,307.5541,942,69
832,307.554372,253,16
833,307.748867,2393,28
834,307.756272,1198,7
835,307.845732,253,6
836,308.201294,5469,21
837,308.393452,401,13
838,308.552248,1200,6
839,308.552355,392,6
840,308.952202,1295,17
841,308.964481,2169,11
842,309.046914,2823,15
843,309.646921,820,16
844,309.749595,2169,21
845,309.750583,1698,46
846,309.75059,868,7
847,309.84718,4451,97
848,310.1492,2941,6
849,310.278451,477,12
850,310.280929,2075,10
851,310.647367,2171,26
852,310.66857,4454,6
853,310.78532,1957,10
854,311.244753,4454,13
855,311.332451,4360,11
856,311.504681,1586,15
857,312.00508,3383,79
858,312.016264,825,12
859,312.146646,2174,28
860,312.576749,3616,42
861,312.659022,825,19
862,336.225331,10,10
863,336.598126,2297,31
864,336.854689,405,7
865,336.94625,4631,433
866,336.989615,7436,56
867,337.048788,6965,7
868,337.147195,4610,6
869,337.416566,706,10
870,337.440061,406,7
871,337.545578,2158,26
872,337.646739,1002,26
873,337.814445,196,14
874,338.308183,11,19
875,338.446332,2248,23
876,338.77377,3230,23
877,338.805863,4063,8
878,339.245522,1738,10
879,339.617343,7435,34
880,339.758041,2144,22
881,340.147133,2253,18
882,340.348972,16,7
883,340.380456,7435,6
884,340.449492,5479,12
885,340.64566,6965,12
886,340.646691,2145,14
887,340.646848,1131,9
888,341.255805,1131,7
889,341.373926,3231,26
890,341.556636,12,17
891,341.646362,2076,58
892,341.666235,7435,15
893,341.668096,1130,20
894,342.113163,775,8
895,342.54688,775,8
896,342.845468,15,9
897,342.874794,3247,25
898,343.334971,2117,8
899,343.551622,7435,7
900,343.553802,1131,9
901,344.145666,30,20
902,344.16364,253,30
903,344.326482,3262,19
904,344.467776,1976,69
905,344.687774,209,9
906,345.32072,890,13
907,345.433976,364,31
908,345.466712,2750,6
909,345.576809,4947,14
910,345.645576,5480,19
911,384.159201,255,46
912,384.159226,1428,13
913,384.354922,1616,11
914,384.374818,235,12
915,384.562369,992,9
916,384.896881,2043,9
917,385.209521,73,31
918,385.354984,548,11
919,385.555591,257,13
920,385.558405,4630,19
921,385.661581,1428,10
922,385.81458,2022,23
923,385.854118,3622,6
924,385.954211,761,27
925,385.954501,5850,17
926,422.375183,409,15
927,422.375796,121,11
928,422.573347,1042,15
929,422.573408,792,9
930,422.675624,2441,11
931,422.675767,2847,6
932,422.678525,37,8
933,422.682279,694,9
934,422.993554,16,11
935,423.273303,152,19
936,423.280801,1292,19
937,423.500697,267,8
938,423.673486,699,58
939,423.675439,413,28
940,423.775538,4486,31
941,424.282662,2524,18
942,424.379771,136,17
943,424.380844,1293,93
944,424.478637,561,48
945,424.674372,701,31
946,424.775646,2783,26
947,425.23937,994,9
948,425.478867,1486,8
949,425.679611,38,7
950,425.691646,2444,12
951,425.775182,17,12
952,425.978705,43,7
953,426.073188,41,14
954,426.18853,703,25
955,426.503791,1172,11
956,426.577532,2784,25
957,426.773239,701,75
958,427.07789,42,12
959,427.577249,3157,6
960,428.07501,41,16
961,428.133347,631,9
962,428.412054,1329,9
963,428.456716,1615,6
964,428.474426,1363,12
965,428.575337,1486,17
966,428.759432,2784,47
967,428.794024,4489,16
968,516.088515,1307,15
969,516.183212,1016,7
970,516.378906,512,14
971,516.479263,2451,6
972,516.483435,5035,14
973,516.586547,988,10
974,516.681464,2018,15
975,517.185502,94,18
976,517.281627,1311,7
977,517.385369,990,14
978,517.385562,1543,10
979,517.584099,397,28
980,517.682617,1882,13
981,517.685852,1046,7
982,517.779759,7436,17
983,517.782276,2960,283
984,517.782451,7436,13
985,520.080174,1018,6
986,520.081246,2488,20
987,520.282494,1050,10
988,520.481523,399,16
989,520.487033,4393,12
990,520.58217,94,7
991,520.582217,2546,8
992,521.184023,1885,10
993,521.189141,1050,11
994,521.380142,376,19
995,521.387636,997,7
996,521.488496,377,9
997,521.582748,4981,6
998,521.583657,999,26
999,521.588576,94,54
1000,521.680821,1052,20
1001,521.684938,551,7
1002,521.687639,2048,9
1003,521.688406,5004,15
1004,524.084127,1841,8
1005,524.187461,4486,35
1006,557.637322,920,82
1007,557.737645,491,180
1008,557.839669,312,16
1009,557.840411,2275,7
1010,557.94443,7436,12
1011,558.03929,7436,11
1012,558.039312,851,16
1013,558.040584,2364,42
1014,558.134195,2275,13
1015,558.137713,636,210
1016,558.139495,920,70
1017,558.140716,73,14
1018,558.141403,126,19
1019,558.237105,7436,8
1020,558.436519,2450,97
1021,558.436526,2274,36
1022,558.437967,491,31
1023,558.440916,4432,15
1024,558.440976,2275,8
1025,558.441203,636,22
1026,558.55293,64,44
1027,558.561429,491,58
1028,559.640009,491,116
1029,559.838752,492,30
1030,559.838918,2276,15
1031,559.936877,1101,108
1032,559.936929,3980,9
1033,559.939084,5744,13
1034,560.034334,775,13
1035,560.039469,2364,157
1036,560.136122,956,6
1037,560.137148,181,9
1038,560.741129,782,7
1039,560.743425,926,52
1040,560.837529,7437,7
1041,562.537743,3985,6
1042,562.637991,18,12
1043,562.638904,181,8
1044,562.639035,493,25
1045,562.737983,7435,11
1046,562.835421,353,14
1047,563.25425,3381,16
1048,563.556214,7270,10
1049,563.558839,1155,30
1050,563.634892,7382,51
1051,563.63505,494,35
1052,563.64226,7435,61
1053,563.654548,2222,21
1054,563.754306,4120,19
1055,563.873297,581,18
1056,563.938633,693,7
1057,563.938681,1100,8
1058,564.135948,4175,14
1059,564.137288,679,149
1060,564.141818,492,130
1061,564.144137,1726,16
1062,564.181424,43,24
1063,564.19024,1156,8
1064,564.45558,3381,10
1065,564.554115,4703,9
1066,564.635805,131,7
1067,564.639466,3926,22
1068,564.639638,637,403
1069,565.035428,2964,11
1070,565.07565,5504,35
1071,565.355126,966,10
1072,565.380575,1156,25
1073,565.481864,514,28
1074,565.757955,715,17
1075,565.954311,1157,11
1076,567.538257,363,25
1077,567.636513,695,7
1078,567.6366,1105,56
1079,567.93956,130,7
1080,568.540124,495,37
1081,568.541072,496,55
1082,568.735064,879,11
1083,568.822036,36,14
1084,568.835061,355,54
1085,569.01765,1556,21
1086,569.034511,2409,25
1087,569.043233,496,76
1088,569.083153,455,29
1089,569.142112,879,22
1090,569.18363,11,14
1091,569.240602,1108,6
1092,569.279492,668,22
1093,569.340645,1370,12
1094,569.341555,47,23
1095,569.391995,37,21
1096,569.53653,355,60
1097,569.616181,456,18
1098,569.637051,2280,21
1099,569.740877,932,57
1100,569.838582,1702,23
1101,569.838642,2771,9
1102,569.838692,132,11
1103,569.839745,1030,41
1104,569.840699,1608,12
1105,569.84174,2747,10
1106,569.843632,2280,11
1107,569.879788,771,6
1108,569.93895,355,58
1109,569.941045,495,211
1110,569.944441,2748,7
1111,569.980837,456,16
1112,569.980843,1352,9
1113,570.034946,2411,12
1114,570.035051,1108,27
1115,570.040936,1692,9
1116,570.134528,699,49
1117,570.140582,2411,8
1118,570.142291,356,48
1119,570.238559,781,93
1120,570.335866,1108,13
1121,570.336918,597,13
1122,570.339218,7384,24
1123,570.379536,7435,41
1124,570.37962,11,14
1125,570.440448,1876,6
1126,570.442498,2411,47
1127,570.500169,28,14
1128,570.506904,4262,127
1129,570.63973,595,64
1130,570.736394,1650,11
1131,570.74285,596,6
1132,570.743879,140,17
1133,570.837072,1112,103
1134,570.840364,2969,24
1135,570.840453,7436,10
1136,570.87926,772,6
1137,570.880997,5804,10
1138,570.935106,2412,103
1139,570.942808,336,16
1140,570.942881,261,10
1141,570.944781,3328,14
1142,570.94504,496,69
1143,571.040065,7384,12
1144,571.042508,364,28
1145,571.187905,203,28
1146,571.242019,2293,30
1147,571.271582,2086,61
1148,571.344588,1502,11
1149,571.382528,1896,10
1150,571.436023,259,8
1151,571.436119,2748,7
1152,571.447576,100,25
1153,571.478826,38,23
1154,571.535252,1357,12
1155,571.583909,144,11
1156,571.78015,100,16
1157,571.840262,1115,14
1158,571.884864,203,19
1159,571.935166,2640,8
1160,571.983471,5405,21
1161,572.041463,1357,14
1162,572.04172,2297,30
1163,572.04378,705,231
1164,572.087864,456,180
1165,572.139594,261,12
1166,572.140542,7390,34
1167,572.140732,2640,16
1168,572.14176,75,18
1169,572.182406,1563,10
1170,572.183591,16,14
1171,572.281011,2772,6
1172,572.342102,1881,25
1173,572.342183,2298,16
1174,572.342259,2434,9
1175,572.342371,93,63
1176,572.343128,2987,9
1177,572.345346,3811,9
1178,572.441542,1596,15
1179,572.442483,960,7
1180,572.50043,1017,20
1181,572.500749,18,10
1182,572.580621,100,60
1183,572.609024,2508,6
1184,572.609216,203,28
1185,572.640382,340,14
